#DrugBank-ID,Drug-name,HPO-ID,Symptom
1014,balsalazide,12826,moderate
1014,balsalazide,100279,ulcerative colitis
1015,sulfamethoxazole,24,prostatitis
1015,sulfamethoxazole,12387,bronchitis
1016,glyburide,819,diabetes mellitus
1016,glyburide,1943,hypoglycemia
1016,glyburide,3074,hyperglycemia
1016,glyburide,30646,peripheral
1017,minocycline,1945,fever
1017,minocycline,2090,pneumonia
1017,minocycline,11947,respiratory tract infection
1018,guanfacine,752,hyperactivity
1018,guanfacine,822,hypertension
1018,guanfacine,2019,constipation
1018,guanfacine,7018,attention deficit hyperactivity disorder
1018,guanfacine,30645,central
1019,bethanechol,16,urinary retention
1019,bethanechol,2615,hypotension
1019,bethanechol,11009,acute
1020,isosorbide mononitrate,822,hypertension
1020,isosorbide mononitrate,1649,tachycardia
1020,isosorbide mononitrate,1658,myocardial infarction
1020,isosorbide mononitrate,1681,angina pectoris
1020,isosorbide mononitrate,2013,vomiting
1020,isosorbide mononitrate,2018,nausea
1020,isosorbide mononitrate,2315,headache
1020,isosorbide mononitrate,2321,vertigo
1020,isosorbide mononitrate,2360,sleep disturbance
1020,isosorbide mononitrate,2615,hypotension
1020,isosorbide mononitrate,4396,poor appetite
1020,isosorbide mononitrate,11009,acute
1020,isosorbide mononitrate,11010,chronic
1020,isosorbide mononitrate,40279,frequency
1021,trichlormethiazide,822,hypertension
1021,trichlormethiazide,969,edema
1022,phylloquinone,31915,stable
1023,felodipine,822,hypertension
1023,felodipine,12825,mild
1023,felodipine,12826,moderate
1025,amlexanox,2099,asthma
1025,amlexanox,11856,pica
1025,amlexanox,12384,rhinitis
1025,amlexanox,31796,recurrent
1025,amlexanox,32154,aphthous ulcer
1026,ketoconazole,2728,chronic mucocutaneous candidiasis
1026,ketoconazole,11010,chronic
1026,ketoconazole,32249,coccidioidomycosis
1026,ketoconazole,32256,histoplasmosis
1029,irbesartan,93,proteinuria
1029,irbesartan,112,nephropathy
1029,irbesartan,822,hypertension
1029,irbesartan,1635,congestive heart failure
1029,irbesartan,3259,elevated serum creatinine
1029,irbesartan,12735,cough
1030,topotecan,31796,recurrent
1031,ethinamate,12825,mild
1031,ethinamate,100785,insomnia
1032,probenecid,1369,arthritis
1032,probenecid,1997,gout
1032,probenecid,2149,hyperuricemia
1032,probenecid,11010,chronic
1032,probenecid,11856,pica
1032,probenecid,40282,frequent
1032,probenecid,100033,tics
1033,mercaptopurine,1909,leukemia
1033,mercaptopurine,11009,acute
1034,cerulenin,1824,weight loss
1035,procainamide,4308,ventricular arrhythmia
1035,procainamide,11675,arrhythmia
1036,tolterodine,20,urinary incontinence
1036,tolterodine,40279,frequency
1037,selegiline,3674,onset
1037,selegiline,3677,slow progression
1037,selegiline,12825,mild
1037,selegiline,12826,moderate
1038,carphenazine,11009,acute
1038,carphenazine,11010,chronic
1039,fenofibrate,3124,hypercholesterolemia
1040,hydroxystilbamidine isethionate,3676,progressive
1040,hydroxystilbamidine isethionate,3680,nonprogressive
1041,thalidomide,10783,erythema
1041,thalidomide,11009,acute
1041,thalidomide,12219,erythema nodosum
1041,thalidomide,12826,moderate
1041,thalidomide,12828,severe
1042,melphalan,2861,melanoma
1042,melphalan,6775,multiple myeloma
1042,melphalan,11034,amyloidosis
1042,melphalan,30731,carcinoma
1042,melphalan,31796,recurrent
1043,memantine,726,dementia
1043,memantine,12826,moderate
1043,memantine,12828,severe
1044,gatifloxacin,246,sinusitis
1044,gatifloxacin,2090,pneumonia
1044,gatifloxacin,11947,respiratory tract infection
1044,gatifloxacin,12387,bronchitis
1044,gatifloxacin,25615,abscess
1045,rifampicin,31915,stable
1045,rifampicin,100033,tics
1046,lubiprostone,2019,constipation
1046,lubiprostone,11010,chronic
1046,lubiprostone,11856,pica
1046,lubiprostone,12450,chronic constipation
1047,fluocinonide,964,eczema
1047,fluocinonide,11856,pica
1049,ergoloid mesylate,31258,delirium
1049,ergoloid mesylate,100543,cognitive impairment
1050,ibuprofen,1369,arthritis
1050,ibuprofen,1370,rheumatoid arthritis
1050,ibuprofen,1643,patent ductus arteriosus
1050,ibuprofen,1701,pericarditis
1050,ibuprofen,1945,fever
1050,ibuprofen,1997,gout
1050,ibuprofen,2758,osteoarthritis
1050,ibuprofen,5681,juvenile rheumatoid arthritis
1050,ibuprofen,11856,pica
1050,ibuprofen,12531,pain
1050,ibuprofen,12825,mild
1050,ibuprofen,12826,moderate
1050,ibuprofen,12828,severe
1050,ibuprofen,100607,dysmenorrhea
1053,benzylpenicillin,1287,meningitis
1053,benzylpenicillin,1701,pericarditis
1053,benzylpenicillin,2090,pneumonia
1053,benzylpenicillin,12828,severe
1053,benzylpenicillin,31109,agalactia
1053,benzylpenicillin,32169,severe infection
1053,benzylpenicillin,100584,endocarditis
1054,nitrendipine,822,hypertension
1054,nitrendipine,12825,mild
1054,nitrendipine,12826,moderate
1056,tocainide,1649,tachycardia
1056,tocainide,4308,ventricular arrhythmia
1056,tocainide,4756,ventricular tachycardia
1056,tocainide,11675,arrhythmia
1056,tocainide,40279,frequency
1057,echothiophate,501,glaucoma
1057,echothiophate,565,esotropia
1057,echothiophate,1259,coma
1057,echothiophate,11009,acute
1057,echothiophate,11010,chronic
1057,echothiophate,11011,subacute
1057,echothiophate,40283,occasional
1060,amoxicillin,2090,pneumonia
1060,amoxicillin,11009,acute
1062,oxybutynin,3394,muscle spasm
1062,oxybutynin,40282,frequent
1063,acetophenazine,738,hallucinations
1063,acetophenazine,746,delusions
1063,acetophenazine,12826,moderate
1064,isoprenaline,2099,asthma
1064,isoprenaline,4469,chronic bronchitis
1064,isoprenaline,11010,chronic
1064,isoprenaline,12387,bronchitis
1064,isoprenaline,12722,heart block
1064,isoprenaline,12825,mild
1064,isoprenaline,25153,transient
1064,isoprenaline,31273,shock
1065,melatonin,717,autism
1065,melatonin,739,anxiety
1065,melatonin,1873,thrombocytopenia
1065,melatonin,2315,headache
1065,melatonin,2329,drowsiness
1065,melatonin,6979,sleep-wake cycle disturbance
1065,melatonin,11856,pica
1065,melatonin,12125,prostate cancer
1065,melatonin,12199,cluster headache
1065,melatonin,30645,central
1065,melatonin,32320,affected
1065,melatonin,32321,unaffected
1065,melatonin,40141,tardive dyskinesia
1065,melatonin,100021,cerebral palsy
1065,melatonin,100660,dyskinesia
1065,melatonin,100785,insomnia
1066,cefditoren,2090,pneumonia
1066,cefditoren,4469,chronic bronchitis
1066,cefditoren,11009,acute
1066,cefditoren,11010,chronic
1066,cefditoren,11110,tonsillitis
1066,cefditoren,12387,bronchitis
1066,cefditoren,12825,mild
1066,cefditoren,12826,moderate
1066,cefditoren,25439,pharyngitis
1067,glipizide,819,diabetes mellitus
1067,glipizide,3074,hyperglycemia
1067,glipizide,3674,onset
1068,clonazepam,1250,seizure
1068,clonazepam,10819,atonic seizure
1068,clonazepam,12837,generalized
1068,clonazepam,20221,clonic seizure
1068,clonazepam,32792,tonic seizure
1068,clonazepam,32794,myoclonic seizure
1069,promethazine,989,pruritus
1069,promethazine,2013,vomiting
1069,promethazine,2018,nausea
1070,dihydrotachysterol,829,hypoparathyroidism
1070,dihydrotachysterol,852,pseudohypoparathyroidism
1070,dihydrotachysterol,939,osteoporosis
1070,dihydrotachysterol,1941,acidosis
1070,dihydrotachysterol,2148,hypophosphatemia
1070,dihydrotachysterol,2748,rickets
1070,dihydrotachysterol,2749,osteomalacia
1070,dihydrotachysterol,2901,hypocalcemia
1070,dihydrotachysterol,100246,osteoma
1071,mequitazine,1025,urticaria
1071,mequitazine,1945,fever
1071,mequitazine,3193,allergic rhinitis
1071,mequitazine,12384,rhinitis
1072,atazanavir,2721,immunodeficiency
1073,fludarabine,1909,leukemia
1073,fludarabine,11010,chronic
1074,perhexiline,1681,angina pectoris
1074,perhexiline,12115,hepatitis
1074,perhexiline,12828,severe
1075,diphenhydramine,2013,vomiting
1075,diphenhydramine,2017,nausea and vomiting
1075,diphenhydramine,2018,nausea
1075,diphenhydramine,2321,vertigo
1075,diphenhydramine,12735,cough
1075,diphenhydramine,30645,central
1075,diphenhydramine,30646,peripheral
1076,atorvastatin,1056,milia
1076,atorvastatin,1297,stroke
1076,atorvastatin,1658,myocardial infarction
1076,atorvastatin,3124,hypercholesterolemia
1076,atorvastatin,11009,acute
1077,etidronic acid,10766,ectopic calcification
1078,deslanoside,11675,arrhythmia
1079,tegaserod,1297,stroke
1079,tegaserod,2019,constipation
1079,tegaserod,11010,chronic
1080,vigabatrin,1250,seizure
1080,vigabatrin,12469,infantile spasms
1080,vigabatrin,12837,generalized
1080,vigabatrin,31375,refractory
1081,diphenoxylate,2014,diarrhea
1082,streptomycin,12828,severe
1082,streptomycin,100584,endocarditis
1083,orlistat,1513,obesity
1083,orlistat,1824,weight loss
1084,emedastine,509,conjunctivitis
1084,emedastine,7879,allergic conjunctivitis
1085,pilocarpine,217,xerostomia
1085,pilocarpine,501,glaucoma
1085,pilocarpine,1259,coma
1086,benzocaine,11856,pica
1087,primaquine,1903,anemia
1088,iloprost,822,hypertension
1088,iloprost,2092,pulmonary arterial hypertension
1089,deserpidine,822,hypertension
1090,pentolinium,822,hypertension
1090,pentolinium,2615,hypotension
1091,butenafine,11856,pica
1092,ouabain,5110,atrial fibrillation
1093,dimethyl sulfoxide,11856,pica
1095,fluvastatin,2621,atherosclerosis
1095,fluvastatin,3124,hypercholesterolemia
1097,leflunomide,1369,arthritis
1097,leflunomide,1370,rheumatoid arthritis
1097,leflunomide,1425,heterogeneous
1097,leflunomide,11009,acute
1097,leflunomide,11010,chronic
1098,rosuvastatin,1056,milia
1098,rosuvastatin,2155,hypertriglyceridemia
1098,rosuvastatin,2621,atherosclerosis
1098,rosuvastatin,3077,hyperlipidemia
1098,rosuvastatin,3124,hypercholesterolemia
1099,flucytosine,1287,meningitis
1099,flucytosine,100584,endocarditis
1100,pimozide,100033,tics
1100,pimozide,100034,motor tics
1100,pimozide,100035,phonic tics
1101,capecitabine,3003,colon cancer
1102,arbutamine,11009,acute
1103,quinacrine,100754,mania
1104,sertraline,739,anxiety
1104,sertraline,756,agoraphobia
1104,sertraline,2014,diarrhea
1104,sertraline,2018,nausea
1104,sertraline,2315,headache
1104,sertraline,2329,drowsiness
1104,sertraline,11009,acute
1104,sertraline,11010,chronic
1104,sertraline,12828,severe
1104,sertraline,12876,premature ejaculation
1104,sertraline,40282,frequent
1104,sertraline,40307,male sexual dysfunction
1105,sibutramine,1297,stroke
1105,sibutramine,1513,obesity
1105,sibutramine,30645,central
1106,levocabastine,509,conjunctivitis
1106,levocabastine,3193,allergic rhinitis
1106,levocabastine,7879,allergic conjunctivitis
1106,levocabastine,12384,rhinitis
1107,methyprylon,100785,insomnia
1109,heparin,939,osteoporosis
1109,heparin,1658,myocardial infarction
1109,heparin,2204,pulmonary embolism
1109,heparin,2625,deep venous thrombosis
1109,heparin,4936,venous thrombosis
1109,heparin,5110,atrial fibrillation
1109,heparin,11009,acute
1109,heparin,11856,pica
1109,heparin,31915,stable
1110,miconazole,11856,pica
1111,colistimethate,11009,acute
1111,colistimethate,11010,chronic
1111,colistimethate,31035,chronic infection
1112,cefuroxime,246,sinusitis
1112,cefuroxime,11110,tonsillitis
1112,cefuroxime,12387,bronchitis
1113,papaverine,802,impotence
1113,papaverine,25637,vasospasm
1114,chlorphenamine,1025,urticaria
1114,chlorphenamine,1945,fever
1114,chlorphenamine,2099,asthma
1114,chlorphenamine,2329,drowsiness
1114,chlorphenamine,12384,rhinitis
1114,chlorphenamine,12393,allergy
1115,nifedipine,822,hypertension
1115,nifedipine,1712,left ventricular hypertrophy
1115,nifedipine,1714,ventricular hypertrophy
1115,nifedipine,11010,chronic
1115,nifedipine,12835,left
1115,nifedipine,31915,stable
1115,nifedipine,500106,isolated systolic hypertension
1116,trimethaphan,822,hypertension
1116,trimethaphan,2615,hypotension
1117,atovaquone,2090,pneumonia
1117,atovaquone,11009,acute
1117,atovaquone,12825,mild
1117,atovaquone,12826,moderate
1118,amiodarone,1649,tachycardia
1118,amiodarone,1663,ventricular fibrillation
1118,amiodarone,4308,ventricular arrhythmia
1118,amiodarone,4756,ventricular tachycardia
1118,amiodarone,11675,arrhythmia
1118,amiodarone,31375,refractory
1118,amiodarone,31796,recurrent
1118,amiodarone,31915,stable
1118,amiodarone,40282,frequent
1119,diazoxide,1943,hypoglycemia
1119,diazoxide,12197,insulinoma
1119,diazoxide,30646,peripheral
1120,gliclazide,819,diabetes mellitus
1120,gliclazide,1943,hypoglycemia
1120,gliclazide,30646,peripheral
1121,phenacemide,1250,seizure
1121,phenacemide,12824,severity
1121,phenacemide,30645,central
1122,ambenonium,1324,muscle weakness
1122,ambenonium,25406,asthenia
1123,proflavine,11856,pica
1124,tolbutamide,819,diabetes mellitus
1124,tolbutamide,1943,hypoglycemia
1124,tolbutamide,30646,peripheral
1125,anisindione,2204,pulmonary embolism
1125,anisindione,4936,venous thrombosis
1125,anisindione,5110,atrial fibrillation
1126,dutasteride,16,urinary retention
1126,dutasteride,8711,benign prostatic hyperplasia
1126,dutasteride,11009,acute
1127,econazole,11856,pica
1128,bicalutamide,12125,prostate cancer
1129,rabeprazole,4398,peptic ulcer
1130,prednicarbate,1047,atopic dermatitis
1130,prednicarbate,11856,pica
1132,pioglitazone,819,diabetes mellitus
1132,pioglitazone,30645,central
1134,desoxycorticosterone pivalate,1369,arthritis
1134,desoxycorticosterone pivalate,1370,rheumatoid arthritis
1134,desoxycorticosterone pivalate,12089,arteritis
1134,desoxycorticosterone pivalate,31915,stable
1134,desoxycorticosterone pivalate,100021,cerebral palsy
1136,carvedilol,1635,congestive heart failure
1136,carvedilol,12825,mild
1136,carvedilol,12826,moderate
1137,levofloxacin,509,conjunctivitis
1137,levofloxacin,2090,pneumonia
1138,sulfinpyrazone,1369,arthritis
1138,sulfinpyrazone,1997,gout
1140,cefadroxil,2090,pneumonia
1141,micafungin,11009,acute
1142,doxepin,16,urinary retention
1142,doxepin,622,blurred vision
1142,doxepin,739,anxiety
1142,doxepin,964,eczema
1142,doxepin,989,pruritus
1142,doxepin,1025,urticaria
1142,doxepin,1047,atopic dermatitis
1142,doxepin,2019,constipation
1142,doxepin,11010,chronic
1142,doxepin,11856,pica
1142,doxepin,12531,pain
1142,doxepin,12826,moderate
1142,doxepin,30645,central
1142,doxepin,30955,alcoholism
1142,doxepin,100785,insomnia
1143,amifostine,217,xerostomia
1143,amifostine,12826,moderate
1143,amifostine,12828,severe
1144,diclofenamide,501,glaucoma
1144,diclofenamide,1259,coma
1144,diclofenamide,11009,acute
1144,diclofenamide,11010,chronic
1145,sulfoxone,25295,herpetiform
1146,diphenylpyraline,989,pruritus
1146,diphenylpyraline,1025,urticaria
1146,diphenylpyraline,1945,fever
1146,diphenylpyraline,3193,allergic rhinitis
1146,diphenylpyraline,12384,rhinitis
1146,diphenylpyraline,12393,allergy
1148,flavoxate,17,nocturia
1148,flavoxate,24,prostatitis
1148,flavoxate,12531,pain
1148,flavoxate,40279,frequency
1148,flavoxate,100518,dysuria
1148,flavoxate,500006,urethritis
1149,nefazodone,12828,severe
1150,cefprozil,2090,pneumonia
1150,cefprozil,12387,bronchitis
1151,desipramine,16,urinary retention
1151,desipramine,622,blurred vision
1151,desipramine,713,agitation
1151,desipramine,739,anxiety
1151,desipramine,752,hyperactivity
1151,desipramine,2019,constipation
1151,desipramine,11010,chronic
1151,desipramine,12531,pain
1151,desipramine,12837,generalized
1151,desipramine,30645,central
1151,desipramine,30646,peripheral
1151,desipramine,100785,insomnia
1152,candicidin,11856,pica
1153,sertaconazole,11856,pica
1155,gemifloxacin,2090,pneumonia
1155,gemifloxacin,4469,chronic bronchitis
1155,gemifloxacin,11009,acute
1155,gemifloxacin,11010,chronic
1155,gemifloxacin,12387,bronchitis
1155,gemifloxacin,12825,mild
1155,gemifloxacin,12826,moderate
1157,trimetrexate,2090,pneumonia
1157,trimetrexate,2721,immunodeficiency
1157,trimetrexate,3003,colon cancer
1157,trimetrexate,12826,moderate
1157,trimetrexate,12828,severe
1158,bretylium,1649,tachycardia
1158,bretylium,1663,ventricular fibrillation
1158,bretylium,4308,ventricular arrhythmia
1158,bretylium,4756,ventricular tachycardia
1158,bretylium,11009,acute
1158,bretylium,11675,arrhythmia
1158,bretylium,30646,peripheral
1160,dinoprost tromethamine,30449,therapeutic abortion
1161,chloroprocaine,30646,peripheral
1161,chloroprocaine,100033,tics
1162,terazosin,822,hypertension
1162,terazosin,8711,benign prostatic hyperplasia
1162,terazosin,12825,mild
1162,terazosin,12826,moderate
1164,calcium chloride,2153,hyperkalemia
1164,calcium chloride,2901,hypocalcemia
1164,calcium chloride,11856,pica
1166,cilostazol,1635,congestive heart failure
1166,cilostazol,4417,intermittent claudication
1166,cilostazol,12531,pain
1166,cilostazol,30646,peripheral
1167,itraconazole,1287,meningitis
1167,itraconazole,12203,onychomycosis
1167,itraconazole,32160,cryptococcal meningitis
1167,itraconazole,32256,histoplasmosis
1169,arsenic trioxide,508,ptosis
1169,arsenic trioxide,1909,leukemia
1169,arsenic trioxide,4836,acute promyelocytic leukemia
1169,arsenic trioxide,11009,acute
1170,guanethidine,822,hypertension
1170,guanethidine,12826,moderate
1170,guanethidine,12828,severe
1170,guanethidine,30646,peripheral
1171,moclobemide,11009,acute
1172,kanamycin,2090,pneumonia
1173,orphenadrine,1300,parkinsonism
1173,orphenadrine,3394,muscle spasm
1173,orphenadrine,12531,pain
1174,phenobarbital,1250,seizure
1174,phenobarbital,30645,central
1175,escitalopram,713,agitation
1175,escitalopram,726,dementia
1175,escitalopram,739,anxiety
1175,escitalopram,2018,nausea
1175,escitalopram,2315,headache
1175,escitalopram,2329,drowsiness
1175,escitalopram,11009,acute
1175,escitalopram,11010,chronic
1175,escitalopram,12825,mild
1175,escitalopram,12828,severe
1175,escitalopram,12837,generalized
1175,escitalopram,40282,frequent
1176,cyclizine,2013,vomiting
1176,cyclizine,2018,nausea
1176,cyclizine,2321,vertigo
1177,idarubicin,1909,leukemia
1177,idarubicin,2665,lymphoma
1177,idarubicin,4808,acute myeloid leukemia
1177,idarubicin,11009,acute
1177,idarubicin,12324,myeloid leukemia
1178,chlormezanone,739,anxiety
1178,chlormezanone,3394,muscle spasm
1179,podofilox,32301,genital warts
1180,rescinnamine,822,hypertension
1181,ifosfamide,1259,coma
1181,ifosfamide,2665,lymphoma
1181,ifosfamide,2669,osteosarcoma
1181,ifosfamide,30448,soft tissue sarcoma
1181,ifosfamide,31375,refractory
1181,ifosfamide,31796,recurrent
1181,ifosfamide,100242,sarcoma
1182,propafenone,1649,tachycardia
1182,propafenone,4308,ventricular arrhythmia
1182,propafenone,4756,ventricular tachycardia
1182,propafenone,4757,paroxysmal atrial fibrillation
1182,propafenone,5110,atrial fibrillation
1182,propafenone,11675,arrhythmia
1183,naloxone,1350,slurred speech
1183,naloxone,2013,vomiting
1183,naloxone,2014,diarrhea
1183,naloxone,2018,nausea
1183,naloxone,2329,drowsiness
1183,naloxone,7185,loss of consciousness
1183,naloxone,11009,acute
1183,naloxone,30645,central
1183,naloxone,31273,shock
1183,naloxone,32554,absent pulse
1183,naloxone,40282,frequent
1183,naloxone,100033,tics
1184,domperidone,2013,vomiting
1184,domperidone,2018,nausea
1184,domperidone,12531,pain
1184,domperidone,410019,epigastric pain
1184,domperidone,410281,dyspepsia
1185,fluoxymesterone,26,male hypogonadism
1185,fluoxymesterone,135,hypogonadism
1185,fluoxymesterone,823,delayed puberty
1185,fluoxymesterone,2664,neoplasm
1185,fluoxymesterone,31796,recurrent
1187,iophendylate,1287,meningitis
1187,iophendylate,100790,hernia
1188,ciclopirox,11856,pica
1188,ciclopirox,12203,onychomycosis
1188,ciclopirox,12825,mild
1188,ciclopirox,12826,moderate
1189,desflurane,100033,tics
1190,clindamycin,1061,acne
1190,clindamycin,2090,pneumonia
1190,clindamycin,2754,osteomyelitis
1190,clindamycin,2835,aspiration
1190,clindamycin,11856,pica
1190,clindamycin,11951,aspiration pneumonia
1190,clindamycin,12486,myelitis
1190,clindamycin,100033,tics
1190,clindamycin,100537,fasciitis
1191,dexfenfluramine,1513,obesity
1191,dexfenfluramine,1824,weight loss
1192,oxymorphone,12531,pain
1192,oxymorphone,12735,cough
1192,oxymorphone,12826,moderate
1192,oxymorphone,12828,severe
1193,acebutolol,822,hypertension
1194,brinzolamide,501,glaucoma
1194,brinzolamide,822,hypertension
1194,brinzolamide,1259,coma
1194,brinzolamide,1944,dehydration
1194,brinzolamide,7906,ocular hypertension
1195,flecainide,1649,tachycardia
1195,flecainide,1692,atrial arrhythmia
1195,flecainide,4755,supraventricular tachycardia
1195,flecainide,4756,ventricular tachycardia
1195,flecainide,4763,paroxysmal supraventricular tachycardia
1195,flecainide,11675,arrhythmia
1195,flecainide,11717,atrioventricular reentrant tachycardia
1196,estramustine,2664,neoplasm
1196,estramustine,3676,progressive
1196,estramustine,30731,carcinoma
1197,captopril,112,nephropathy
1197,captopril,822,hypertension
1197,captopril,1635,congestive heart failure
1197,captopril,1658,myocardial infarction
1197,captopril,5162,left ventricular dysfunction
1197,captopril,12835,left
1197,captopril,100033,tics
1197,captopril,100817,renovascular hypertension
1198,zopiclone,100785,insomnia
1199,tubocurarine,25406,asthenia
1200,bromocriptine,26,male hypogonadism
1200,bromocriptine,135,hypogonadism
1200,bromocriptine,789,infertility
1200,bromocriptine,2206,pulmonary fibrosis
1200,bromocriptine,12452,restless legs
1200,bromocriptine,100829,galactorrhea
1201,rifapentine,32262,pulmonary tuberculosis
1202,levetiracetam,1250,seizure
1202,levetiracetam,3674,onset
1203,nadolol,822,hypertension
1203,nadolol,1337,tremor
1203,nadolol,1681,angina pectoris
1203,nadolol,2076,migraine
1203,nadolol,11675,arrhythmia
1204,mitoxantrone,3676,progressive
1204,mitoxantrone,11010,chronic
1205,flumazenil,30645,central
1206,lomustine,31375,refractory
1207,ridogrel,1658,myocardial infarction
1207,ridogrel,11009,acute
1208,sparfloxacin,2090,pneumonia
1208,sparfloxacin,4469,chronic bronchitis
1208,sparfloxacin,11009,acute
1208,sparfloxacin,11010,chronic
1208,sparfloxacin,12387,bronchitis
1209,dezocine,2018,nausea
1209,dezocine,12531,pain
1209,dezocine,12826,moderate
1209,dezocine,12828,severe
1210,levobunolol,501,glaucoma
1210,levobunolol,822,hypertension
1210,levobunolol,1259,coma
1210,levobunolol,7906,ocular hypertension
1210,levobunolol,11010,chronic
1211,clarithromycin,246,sinusitis
1211,clarithromycin,371,acute otitis media
1211,clarithromycin,388,otitis media
1211,clarithromycin,2090,pneumonia
1211,clarithromycin,2383,encephalitis
1211,clarithromycin,2588,duodenal ulcer
1211,clarithromycin,4469,chronic bronchitis
1211,clarithromycin,5202,helicobacter pylori infection
1211,clarithromycin,11009,acute
1211,clarithromycin,11010,chronic
1211,clarithromycin,11110,tonsillitis
1211,clarithromycin,11947,respiratory tract infection
1211,clarithromycin,12387,bronchitis
1211,clarithromycin,12825,mild
1211,clarithromycin,12826,moderate
1211,clarithromycin,25439,pharyngitis
1211,clarithromycin,31864,bacteremia
1211,clarithromycin,100584,endocarditis
1212,ceftriaxone,2090,pneumonia
1214,metipranolol,501,glaucoma
1214,metipranolol,822,hypertension
1214,metipranolol,1259,coma
1214,metipranolol,7906,ocular hypertension
1214,metipranolol,12108,open angle glaucoma
1215,estazolam,25301,nocturnal
1215,estazolam,40282,frequent
1215,estazolam,100785,insomnia
1216,finasteride,16,urinary retention
1216,finasteride,1596,alopecia
1216,finasteride,8711,benign prostatic hyperplasia
1216,finasteride,11009,acute
1216,finasteride,12825,mild
1216,finasteride,12826,moderate
1217,anastrozole,771,gynecomastia
1217,anastrozole,1259,coma
1217,anastrozole,12834,right
1218,halofantrine,12828,severe
1219,dantrolene,2047,malignant hyperthermia
1220,rifaximin,1298,encephalopathy
1220,rifaximin,2014,diarrhea
1220,rifaximin,2480,hepatic encephalopathy
1220,rifaximin,100033,tics
1221,ketamine,12531,pain
1222,budesonide,1945,fever
1222,budesonide,2099,asthma
1222,budesonide,2583,colitis
1222,budesonide,3193,allergic rhinitis
1222,budesonide,12384,rhinitis
1222,budesonide,12825,mild
1222,budesonide,12826,moderate
1222,budesonide,100279,ulcerative colitis
1222,budesonide,100280,crohn's disease
1222,budesonide,100582,nasal polyposis
1223,aminophylline,2097,emphysema
1223,aminophylline,2099,asthma
1223,aminophylline,4469,chronic bronchitis
1223,aminophylline,11010,chronic
1223,aminophylline,12387,bronchitis
1223,aminophylline,25428,bronchospasm
1224,quetiapine,11009,acute
1224,quetiapine,100753,schizophrenia
1225,enoxaparin,1658,myocardial infarction
1225,enoxaparin,2204,pulmonary embolism
1225,enoxaparin,31915,stable
1227,levomethadyl acetate,3674,onset
1227,levomethadyl acetate,12531,pain
1227,levomethadyl acetate,12828,severe
1228,encainide,1649,tachycardia
1228,encainide,1663,ventricular fibrillation
1228,encainide,4749,atrial flutter
1228,encainide,4756,ventricular tachycardia
1228,encainide,5110,atrial fibrillation
1229,paclitaxel,1259,coma
1229,paclitaxel,100242,sarcoma
1229,paclitaxel,100726,kaposi's sarcoma
1230,pemoline,752,hyperactivity
1230,pemoline,7018,attention deficit hyperactivity disorder
1231,diphenidol,2013,vomiting
1231,diphenidol,2017,nausea and vomiting
1231,diphenidol,2018,nausea
1231,diphenidol,2321,vertigo
1231,diphenidol,2664,neoplasm
1231,diphenidol,30646,peripheral
1232,saquinavir,2721,immunodeficiency
1233,metoclopramide,2013,vomiting
1233,metoclopramide,2017,nausea and vomiting
1233,metoclopramide,2018,nausea
1233,metoclopramide,2020,gastroesophageal reflux
1234,dexamethasone,969,edema
1234,dexamethasone,2099,asthma
1234,dexamethasone,2181,cerebral edema
1235,levodopa,1300,parkinsonism
1235,levodopa,3470,paralysis
1235,levodopa,30645,central
1237,bromodiphenhydramine,1945,fever
1237,bromodiphenhydramine,12393,allergy
1237,bromodiphenhydramine,12735,cough
1238,aripiprazole,11009,acute
1238,aripiprazole,11856,pica
1238,aripiprazole,12826,moderate
1238,aripiprazole,100033,tics
1238,aripiprazole,100753,schizophrenia
1239,chlorprothixene,11009,acute
1239,chlorprothixene,11856,pica
1239,chlorprothixene,100753,schizophrenia
1239,chlorprothixene,100754,mania
1240,epoprostenol,822,hypertension
1240,epoprostenol,100324,scleroderma
1241,gemfibrozil,1733,pancreatitis
1241,gemfibrozil,3077,hyperlipidemia
1241,gemfibrozil,40282,frequent
1242,clomipramine,16,urinary retention
1242,clomipramine,622,blurred vision
1242,clomipramine,2019,constipation
1242,clomipramine,2315,headache
1242,clomipramine,2524,cataplexy
1242,clomipramine,9830,peripheral neuropathy
1242,clomipramine,11010,chronic
1242,clomipramine,12531,pain
1242,clomipramine,12532,chronic pain
1242,clomipramine,12876,premature ejaculation
1242,clomipramine,25268,stuttering
1242,clomipramine,30050,narcolepsy
1242,clomipramine,30645,central
1242,clomipramine,30646,peripheral
1242,clomipramine,100753,schizophrenia
1242,clomipramine,100754,mania
1243,chloroxine,1051,seborrheic dermatitis
1243,chloroxine,12825,mild
1243,chloroxine,12826,moderate
1243,chloroxine,12828,severe
1244,bepridil,822,hypertension
1244,bepridil,1664,torsade de pointes
1244,bepridil,4308,ventricular arrhythmia
1244,bepridil,11010,chronic
1244,bepridil,11675,arrhythmia
1244,bepridil,30646,peripheral
1244,bepridil,31915,stable
1245,decamethonium,3470,paralysis
1246,alimemazine,989,pruritus
1246,alimemazine,1025,urticaria
1247,isocarboxazid,11856,pica
1248,docetaxel,12125,prostate cancer
1248,docetaxel,31375,refractory
1250,olsalazine,2583,colitis
1250,olsalazine,100279,ulcerative colitis
1251,gliquidone,819,diabetes mellitus
1254,dasatinib,1909,leukemia
1254,dasatinib,5506,chronic myelogenous leukemia
1254,dasatinib,6721,acute lymphoblastic leukemia
