#DrugBank-ID,Drug_name,Disease_ID,Disease_name
5113,105ad7,114500,colorectal cancer
5113,105ad7,668,osteosarcoma
5114,ehc18,114550,hepatocellular carcinoma
5114,ehc18,88673,hepatocellular carcinoma
5116,thymectacin,114500,colorectal cancer
5117,ign301,167000,ovarian cancer
5122,r1295,109100,autoimmune disease
5122,r1295,180300,rheumatoid arthritis
5125,sc12267,109100,autoimmune disease
5125,sc12267,180300,rheumatoid arthritis
5126,pym50018,803,amyotrophic lateral sclerosis
5133,vp025,803,amyotrophic lateral sclerosis
5136,bavituximab,114480,breast cancer
5144,pev3a,673,malaria
5148,cg0070,109800,bladder cancer
5152,ngx267,181500,schizophrenia
5154,pretomanid,3389,tuberculosis
5157,kc706,180300,rheumatoid arthritis
5160,topsalysin,176807,prostate cancer
5164,cmlvax100,521,chronic myeloid leukemia
5180,lx6171,181500,schizophrenia
5186,sq-109,3389,tuberculosis
5188,kd3010,601665,obesity
5194,kb002,109100,autoimmune disease
5194,kb002,180300,rheumatoid arthritis
5201,v24343,601665,obesity
5212,he3286,180300,rheumatoid arthritis
5218,pn0621,180300,rheumatoid arthritis
5222,kb001,219700,cystic fibrosis
5222,kb001,586,cystic fibrosis
5234,lgd2941,166710,osteoporosis
5244,g4544,166710,osteoporosis
5255,ronacaleret,166710,osteoporosis
5273,samarium (153sm) lexidronam,176807,prostate cancer
5273,samarium (153sm) lexidronam,180300,rheumatoid arthritis
5273,samarium (153sm) lexidronam,29073,multiple myeloma
5276,hepatitis b immune globulin,114550,hepatocellular carcinoma
5276,hepatitis b immune globulin,88673,hepatocellular carcinoma
5281,s-8184,167000,ovarian cancer
5281,s-8184,168829,primary peritoneal carcinoma
5282,mcc,109800,bladder cancer
5285,sb-249553,211980,lung cancer
5289,tarenflurbil,176807,prostate cancer
5292,idm-1,167000,ovarian cancer
5293,idm-2,109800,bladder cancer
5295,eldecalcitol,166710,osteoporosis
5296,motexafin lutetium,114480,breast cancer
5296,motexafin lutetium,176807,prostate cancer
5297,paclitaxel docosahexaenoic acid,114480,breast cancer
5297,paclitaxel docosahexaenoic acid,114500,colorectal cancer
5297,paclitaxel docosahexaenoic acid,176807,prostate cancer
5297,paclitaxel docosahexaenoic acid,211980,lung cancer
5297,paclitaxel docosahexaenoic acid,260350,pancreatic cancer
5299,keyhole limpet hemocyanin,109800,bladder cancer
5300,pti-801,165720,osteoarthritis
5304,wx-g250,109800,bladder cancer
5305,cintredekin besudotox,360,glioblastoma
5308,anx-510,109800,bladder cancer
5308,anx-510,114480,breast cancer
5308,anx-510,114500,colorectal cancer
5308,anx-510,260350,pancreatic cancer
5311,ecallantide,91378,hereditary angioedema
5312,nvs antibody,109100,autoimmune disease
5312,nvs antibody,180300,rheumatoid arthritis
5316,pimavanserin,181500,schizophrenia
5319,oportuzumab monatox,109800,bladder cancer
5322,ingn 201,109800,bladder cancer
5322,ingn 201,114480,breast cancer
5322,ingn 201,133239,esophageal cancer
5322,ingn 201,167000,ovarian cancer
5322,ingn 201,176807,prostate cancer
5322,ingn 201,211980,lung cancer
5325,ingn 225,114480,breast cancer
5325,ingn 225,211980,lung cancer
5330,altu-135,219700,cystic fibrosis
5330,altu-135,586,cystic fibrosis
5332,romiplostim,3002,immune thrombocytopenic purpura
5336,obiltoxaximab,39812,graft versus host disease
5341,c1-inh,91378,hereditary angioedema
5343,arundic acid,803,amyotrophic lateral sclerosis
5344,ciliary neurotrophic factor,268000,retinitis pigmentosa
5344,ciliary neurotrophic factor,791,retinitis pigmentosa
5346,wl-1002,165720,osteoarthritis
5351,dexlansoprazole,109350,gastroesophageal reflux
5352,fx-1006a,69,amyloidosis
5363,lic-477,221091,trigeminal neuralgia
5370,nova-22007,70476,vernal keratoconjunctivitis
5371,acr-16,181500,schizophrenia
5372,cp-945598,601665,obesity
5374,rindopepimut,360,glioblastoma
5380,dotmp ho-166,29073,multiple myeloma
5387,ae-941,176807,prostate cancer
5387,ae-941,211980,lung cancer
5387,ae-941,29073,multiple myeloma
5389,tetrachlorodecaoxide,260350,pancreatic cancer
5390,ins 316,211980,lung cancer
5393,nov-002,114480,breast cancer
5393,nov-002,167000,ovarian cancer
5393,nov-002,211980,lung cancer
5395,amibegron,601665,obesity
5400,qs-21,673,malaria
5404,azd 3355,109350,gastroesophageal reflux
5406,gti-2501,176807,prostate cancer
5412,talmapimod,180300,rheumatoid arthritis
5414,pipendoxifene,114480,breast cancer
5415,osi-461,176807,prostate cancer
5416,gw-501516,601665,obesity
5420,gallium maltolate,109800,bladder cancer
5420,gallium maltolate,176807,prostate cancer
5420,gallium maltolate,29073,multiple myeloma
5424,canertinib,114480,breast cancer
5424,canertinib,211980,lung cancer
5426,talactoferrin alpha,211980,lung cancer
5428,motexafin gadolinium,211980,lung cancer
5432,das-431 iv,181500,schizophrenia
5437,rigscan cr49,114500,colorectal cancer
5439,idd-1,176807,prostate cancer
5443,adl 10-0101,180300,rheumatoid arthritis
5446,ljp 1082,109100,autoimmune disease
5448,px-12,211980,lung cancer
5448,px-12,260350,pancreatic cancer
5451,p54,165720,osteoarthritis
5458,pozanicline,181500,schizophrenia
5459,briakinumab,109100,autoimmune disease
5459,briakinumab,180300,rheumatoid arthritis
5460,ezatiostat,211750,c syndrome
5460,ezatiostat,1308,c syndrome
5462,chlorotoxin i-131,360,glioblastoma
5463,iss-1018,114500,colorectal cancer
5470,vx-702,180300,rheumatoid arthritis
5471,sgn-30,109100,autoimmune disease
5471,sgn-30,98293,hodgkin lymphoma
5473,qr-334,803,amyotrophic lateral sclerosis
5474,t487,180300,rheumatoid arthritis
5475,golotimod,3389,tuberculosis
5477,muc1 dendritic cell vaccine,167000,ovarian cancer
5482,7-ethyl-10-hydroxycamptothecin,114480,breast cancer
5482,7-ethyl-10-hydroxycamptothecin,114500,colorectal cancer
5482,7-ethyl-10-hydroxycamptothecin,211980,lung cancer
5484,mdx-018,109100,autoimmune disease
5484,mdx-018,360,glioblastoma
5485,adh-1,114480,breast cancer
5485,adh-1,167000,ovarian cancer
5487,custirsen,114480,breast cancer
5487,custirsen,360,glioblastoma
5488,technetium tc-99m ciprofloxacin,3389,tuberculosis
5489,aca 125,167000,ovarian cancer
5494,elacytarabine,167000,ovarian cancer
5494,elacytarabine,211980,lung cancer
5495,pg-530742,165720,osteoarthritis
5496,otelixizumab,109100,autoimmune disease
5496,otelixizumab,180300,rheumatoid arthritis
5500,avn-944,260350,pancreatic cancer
5500,avn-944,29073,multiple myeloma
5511,piclidenoson,180300,rheumatoid arthritis
5512,mm-093,109100,autoimmune disease
5512,mm-093,180300,rheumatoid arthritis
5513,atiprimod,180300,rheumatoid arthritis
5513,atiprimod,29073,multiple myeloma
5514,cobiprostone,219700,cystic fibrosis
5514,cobiprostone,586,cystic fibrosis
5516,pi-0824,109100,autoimmune disease
5516,pi-0824,704,pemphigus vulgaris
5521,telaprevir,114550,hepatocellular carcinoma
5521,telaprevir,88673,hepatocellular carcinoma
5524,pelitinib,114500,colorectal cancer
5524,pelitinib,211980,lung cancer
5528,mipomersen,391665,homozygous familial hypercholesterolemia
5542,naronapride,109350,gastroesophageal reflux
5580,tru-015,180300,rheumatoid arthritis
5585,verubulin,211980,lung cancer
5586,facinicline,181500,schizophrenia
5595,farletuzumab,167000,ovarian cancer
5608,mkc-1,114480,breast cancer
5608,mkc-1,211980,lung cancer
5624,teverelix,176807,prostate cancer
5625,ctce-9908,211980,lung cancer
5626,retaspimycin,211980,lung cancer
5626,retaspimycin,29073,multiple myeloma
5630,sodium stibogluconate,507,leishmaniasis
5645,larazotide,109100,autoimmune disease
5687,bl-1020,181500,schizophrenia
5688,crx-119,180300,rheumatoid arthritis
5695,nps-2143,166710,osteoporosis
5705,als-08,803,amyotrophic lateral sclerosis
5706,13-deoxydoxorubicin,114480,breast cancer
5708,gts-21,181500,schizophrenia
5722,cgc-11047,176807,prostate cancer
5723,alks 29,103780,alcohol dependence
5730,pmi-001,109100,autoimmune disease
5730,pmi-001,180300,rheumatoid arthritis
5732,strontium malonate,166710,osteoporosis
5736,miv-701,166710,osteoporosis
5740,rpi-78m,589,myasthenia gravis
5740,rpi-78m,803,amyotrophic lateral sclerosis
5744,crx-139,180300,rheumatoid arthritis
5750,ave-1625,104300,alzheimer disease
5750,ave-1625,181500,schizophrenia
5750,ave-1625,601665,obesity
5766,acp-104,181500,schizophrenia
5772,rabeximod,180300,rheumatoid arthritis
5773,trastuzumab emtansine,114480,breast cancer
5786,irofulven,114480,breast cancer
5786,irofulven,167000,ovarian cancer
5786,irofulven,176807,prostate cancer
5786,irofulven,211980,lung cancer
5786,irofulven,260350,pancreatic cancer
5786,irofulven,608089,endometrial cancer
5787,lm-609,114500,colorectal cancer
5787,lm-609,176807,prostate cancer
5787,lm-609,180300,rheumatoid arthritis
5792,arylacenamide,176807,prostate cancer
5794,serelaxin,801,scleroderma
5800,alethine,29073,multiple myeloma
5801,gti 2040,114480,breast cancer
5801,gti 2040,114500,colorectal cancer
5801,gti 2040,176807,prostate cancer
5801,gti 2040,211750,c syndrome
5801,gti 2040,1308,c syndrome
5806,cositecan,211980,lung cancer
5808,pi-88,114550,hepatocellular carcinoma
5808,pi-88,29073,multiple myeloma
5808,pi-88,88673,hepatocellular carcinoma
5812,abiraterone,176807,prostate cancer
5815,gnrh pharmaccine,176807,prostate cancer
5817,laromustine,114500,colorectal cancer
5817,laromustine,211750,c syndrome
5817,laromustine,211980,lung cancer
5817,laromustine,1308,c syndrome
5818,sgn-15,114480,breast cancer
5818,sgn-15,114500,colorectal cancer
5818,sgn-15,211980,lung cancer
5828,lu-31130,181500,schizophrenia
5829,parathyroid hormone,166710,osteoporosis
5833,lymphotoxin beta receptor,109100,autoimmune disease
5842,ai-850,114480,breast cancer
5848,humanized smart anti-il-12 antibody,109100,autoimmune disease
5861,tasquinimod,176807,prostate cancer
5863,trx1,109100,autoimmune disease
5864,ppi-2458,180300,rheumatoid arthritis
5867,99mtc-14 f7 mab,114480,breast cancer
5870,anti-alpha5beta1-integrin antibody,114500,colorectal cancer
5870,anti-alpha5beta1-integrin antibody,260350,pancreatic cancer
5874,aeol 10150,803,amyotrophic lateral sclerosis
5876,pde4,180300,rheumatoid arthritis
5877,pyy3-36,601665,obesity
5879,ame-527,180300,rheumatoid arthritis
5882,chf 4227,166710,osteoporosis
5886,nv-18,615619,cholangiocarcinoma
5886,nv-18,70567,cholangiocarcinoma
5894,gt 389-255,601665,obesity
5913,osi-930,211980,lung cancer
5913,osi-930,360,glioblastoma
5928,dovitinib,29073,multiple myeloma
5929,gpi-0100,114480,breast cancer
5929,gpi-0100,167000,ovarian cancer
5929,gpi-0100,176807,prostate cancer
5929,gpi-0100,635,neuroblastoma
5966,tas-108,114480,breast cancer
5969,sns-032,29073,multiple myeloma
5983,bardoxolone methyl,29073,multiple myeloma
5990,obeticholic acid,186,primary biliary cholangitis
5993,prx-07034,181500,schizophrenia
5993,prx-07034,601665,obesity
5996,glembatumumab vedotin,114480,breast cancer
6014,eteplirsen,98896,duchenne muscular dystrophy
6016,cariprazine,181500,schizophrenia
6049,iph 2101,29073,multiple myeloma
6061,azd-8330,114480,breast cancer
6063,cam-2029,100093,carcinoid syndrome
6063,cam-2029,963,acromegaly
6071,dts-201,114500,colorectal cancer
6071,dts-201,176807,prostate cancer
6071,dts-201,260350,pancreatic cancer
6077,lumateperone,181500,schizophrenia
6080,abt-869,211750,c syndrome
6080,abt-869,1308,c syndrome
6082,px-478,211980,lung cancer
6094,apatorsen,29073,multiple myeloma
6103,vx-148,109100,autoimmune disease
6116,eldelumab,180300,rheumatoid arthritis
6129,svv-001,211980,lung cancer
6137,kx-01,114480,breast cancer
6140,suvn-502,181500,schizophrenia
6144,sertindole,181500,schizophrenia
6151,acetylcysteine,181500,schizophrenia
6151,acetylcysteine,209850,autism
6155,rimonabant,601665,obesity
6156,tesofensine,601665,obesity
6159,rubitecan,167000,ovarian cancer
6159,rubitecan,260350,pancreatic cancer
6163,plevitrexed,114500,colorectal cancer
6163,plevitrexed,211980,lung cancer
6163,plevitrexed,260350,pancreatic cancer
6168,canakinumab,211750,c syndrome
6168,canakinumab,1308,c syndrome
6168,canakinumab,575,muckle-wells syndrome
6168,canakinumab,901,wells syndrome
6168,canakinumab,92,juvenile idiopathic arthritis
6174,noscapine,29073,multiple myeloma
6177,glufosfamide,114480,breast cancer
6177,glufosfamide,114500,colorectal cancer
6177,glufosfamide,167000,ovarian cancer
6177,glufosfamide,211980,lung cancer
6177,glufosfamide,260350,pancreatic cancer
6178,talotrexin,211980,lung cancer
6179,darinaparsin,29073,multiple myeloma
6182,talabostat,211980,lung cancer
6182,talabostat,260350,pancreatic cancer
6188,ispinesib,114480,breast cancer
6188,ispinesib,167000,ovarian cancer
6188,ispinesib,211980,lung cancer
6191,zosuquidar,211750,c syndrome
6191,zosuquidar,1308,c syndrome
6192,nimotuzumab,114500,colorectal cancer
6192,nimotuzumab,211980,lung cancer
6192,nimotuzumab,260350,pancreatic cancer
6193,pixantrone,114480,breast cancer
6193,pixantrone,613024,follicular lymphoma
6193,pixantrone,545,follicular lymphoma
6195,seliciclib,114480,breast cancer
6195,seliciclib,211980,lung cancer
6195,seliciclib,29073,multiple myeloma
6196,icatibant,91378,hereditary angioedema
6199,atrasentan,176807,prostate cancer
6201,rufinamide,2382,lennox-gastaut syndrome
6202,lasofoxifene,114480,breast cancer
6202,lasofoxifene,166710,osteoporosis
6216,asenapine,181500,schizophrenia
6226,nelipepimut-s,114480,breast cancer
6226,nelipepimut-s,176807,prostate cancer
6229,ocaperidone,181500,schizophrenia
6230,nalmefene,103780,alcohol dependence
6233,ridaforolimus,176807,prostate cancer
6233,ridaforolimus,608089,endometrial cancer
6235,vadimezan,167000,ovarian cancer
6235,vadimezan,176807,prostate cancer
6235,vadimezan,211980,lung cancer
6240,tariquidar,114480,breast cancer
6240,tariquidar,167000,ovarian cancer
6240,tariquidar,211980,lung cancer
6241,clenoliximab,180300,rheumatoid arthritis
6246,exisulind,176807,prostate cancer
6246,exisulind,211980,lung cancer
6247,cx516,181500,schizophrenia
6247,cx516,209850,autism
6248,amelubant,180300,rheumatoid arthritis
6248,amelubant,219700,cystic fibrosis
6248,amelubant,586,cystic fibrosis
6249,arzoxifene,114480,breast cancer
6249,arzoxifene,166710,osteoporosis
6249,arzoxifene,608089,endometrial cancer
6250,fluasterone,601665,obesity
6255,incadronic acid,114480,breast cancer
6255,incadronic acid,166710,osteoporosis
6255,incadronic acid,29073,multiple myeloma
6262,droxidopa,102,multiple system atrophy
6262,droxidopa,441,pure autonomic failure
6263,amrubicin,211980,lung cancer
6268,sitaxentan,182090,pulmonary arterial hypertension
6273,tocilizumab,180300,rheumatoid arthritis
6273,tocilizumab,397,giant cell arteritis
6273,tocilizumab,92,juvenile idiopathic arthritis
6276,tanomastat,165720,osteoarthritis
6276,tanomastat,167000,ovarian cancer
6276,tanomastat,211980,lung cancer
6276,tanomastat,260350,pancreatic cancer
6285,teriparatide,166710,osteoporosis
6287,temsirolimus,114480,breast cancer
6287,temsirolimus,180300,rheumatoid arthritis
6287,temsirolimus,29073,multiple myeloma
6288,amisulpride,181500,schizophrenia
6290,simeprevir,114550,hepatocellular carcinoma
6290,simeprevir,88673,hepatocellular carcinoma
6297,lx-2931,109100,autoimmune disease
6297,lx-2931,180300,rheumatoid arthritis
6317,elotuzumab,29073,multiple myeloma
6326,latiglutenase,109100,autoimmune disease
6333,trodusquemine,601665,obesity
6358,iclaprim,601665,obesity
6360,lucatumumab,29073,multiple myeloma
6361,rspsma vaccine,176807,prostate cancer
6365,sapacitabine,211750,c syndrome
6365,sapacitabine,1308,c syndrome
6366,pertuzumab,114480,breast cancer
6367,relacatib,166710,osteoporosis
6370,indisulam,211980,lung cancer
6371,siplizumab,39812,graft versus host disease
6372,rilonacept,211750,c syndrome
6372,rilonacept,1308,c syndrome
6372,rilonacept,575,muckle-wells syndrome
6372,rilonacept,901,wells syndrome
6393,xaliproden,803,amyotrophic lateral sclerosis
6399,atacicept,109100,autoimmune disease
6399,atacicept,180300,rheumatoid arthritis
6399,atacicept,29073,multiple myeloma
6400,vitespen,114500,colorectal cancer
6401,bazedoxifene,166710,osteoporosis
6403,ambrisentan,182090,pulmonary arterial hypertension
6404,human c1-esterase inhibitor,91378,hereditary angioedema
6412,oxymetholone,166710,osteoporosis
6413,armodafinil,181500,schizophrenia
6414,etravirine,160750,myositis
6414,etravirine,310465,n syndrome
6414,etravirine,2608,n syndrome
6414,etravirine,36426,stevens-johnson syndrome
6414,etravirine,537,toxic epidermal necrolysis
6414,etravirine,732,polymyositis
6419,cethromycin,247257,inhalational anthrax
6420,annamycin,114480,breast cancer
6421,declopramide,114500,colorectal cancer
6422,ticalopride,109350,gastroesophageal reflux
6429,talnetant,181500,schizophrenia
6433,tezacitabine,114500,colorectal cancer
6433,tezacitabine,211980,lung cancer
6436,semaxanib,114500,colorectal cancer
6436,semaxanib,211980,lung cancer
6439,tyloxapol,219700,cystic fibrosis
6439,tyloxapol,586,cystic fibrosis
6445,diethylnorspermine,211980,lung cancer
6445,diethylnorspermine,260350,pancreatic cancer
6448,lonafarnib,211980,lung cancer
6449,ilodecakin,180300,rheumatoid arthritis
6451,aprinocarsen,211980,lung cancer
6453,mirostipen,114480,breast cancer
6453,mirostipen,167000,ovarian cancer
6453,mirostipen,211980,lung cancer
6454,sarizotan,181500,schizophrenia
6455,meclinertant,114500,colorectal cancer
6455,meclinertant,176807,prostate cancer
6455,meclinertant,181500,schizophrenia
6455,meclinertant,211980,lung cancer
6461,squalamine,167000,ovarian cancer
6461,squalamine,211980,lung cancer
6469,lestaurtinib,176807,prostate cancer
6469,lestaurtinib,260350,pancreatic cancer
6486,enzastaurin,211980,lung cancer
6486,enzastaurin,360,glioblastoma
6492,mirococept,180300,rheumatoid arthritis
6515,resiniferatoxin,37202,interstitial cystitis
6532,pafuramidine,673,malaria
6545,gavilimomab,39812,graft versus host disease
6548,minodronic acid,114480,breast cancer
6548,minodronic acid,166710,osteoporosis
6548,minodronic acid,211980,lung cancer
6548,minodronic acid,29073,multiple myeloma
6573,rebimastat,176807,prostate cancer
6573,rebimastat,211980,lung cancer
6576,baminercept,180300,rheumatoid arthritis
6586,cetilistat,601665,obesity
6595,midostaurin,2467,systemic mastocytosis
6595,midostaurin,98292,mastocytosis
6603,panobinostat,29073,multiple myeloma
6608,tafenoquine,673,malaria
6611,pegsunercept,180300,rheumatoid arthritis
6624,taranabant,601665,obesity
6629,zibotentan,176807,prostate cancer
6641,perifosine,211980,lung cancer
6641,perifosine,29073,multiple myeloma
6643,denosumab,114480,breast cancer
6643,denosumab,166710,osteoporosis
6643,denosumab,176807,prostate cancer
6647,volociximab,167000,ovarian cancer
6647,volociximab,211980,lung cancer
6647,volociximab,260350,pancreatic cancer
6670,odanacatib,166710,osteoporosis
6674,golimumab,180300,rheumatoid arthritis
6681,belatacept,180300,rheumatoid arthritis
6682,naproxcinod,165720,osteoarthritis
6688,sipuleucel-t,176807,prostate cancer
6697,artemether,673,malaria
6699,degarelix,176807,prostate cancer
6704,iobenguane,171300,pheochromocytoma
6704,iobenguane,635,neuroblastoma
6708,lumefantrine,673,malaria
6710,methyltestosterone,114480,breast cancer
6713,norelgestromin,114480,breast cancer
6718,stanozolol,91378,hereditary angioedema
6719,buserelin,114480,breast cancer
6719,buserelin,176807,prostate cancer
6720,velaglucerase alfa,355,gaucher disease
6736,aceclofenac,165720,osteoarthritis
6736,aceclofenac,180300,rheumatoid arthritis
6740,bw-a 58c,673,malaria
6754,danaparoid,3325,heparin-induced thrombocytopenia
6755,beta carotene,738,porphyria
6756,glycine betaine,214,cystinuria
6768,ammonium lactate,146700,ichthyosis vulgaris
6769,bendamustine,98293,hodgkin lymphoma
6772,cabazitaxel,176807,prostate cancer
6775,carglumic acid,237310,n-acetylglutamate synthase deficiency
6782,dimercaprol,330021,mercury poisoning
6788,histrelin,176807,prostate cancer
6788,histrelin,759,central precocious puberty
6791,lanreotide,100093,carcinoid syndrome
6791,lanreotide,963,acromegaly
6794,lodoxamide,70476,vernal keratoconjunctivitis
6796,mangafodipir,114550,hepatocellular carcinoma
6796,mangafodipir,88673,hepatocellular carcinoma
6809,plerixafor,29073,multiple myeloma
6809,plerixafor,98293,hodgkin lymphoma
6811,polidocanol,192200,varicose veins
6823,tiopronin,214,cystinuria
6825,triptorelin,176807,prostate cancer
6827,viomycin,3389,tuberculosis
7941,ph-797804,165720,osteoarthritis
8079,amg-208,176807,prostate cancer
8804,nandrolone decanoate,91378,hereditary angioedema
8810,cinitapride,109350,gastroesophageal reflux
8815,lurasidone,181500,schizophrenia
8818,hyaluronic acid,165720,osteoarthritis
8818,hyaluronic acid,37202,interstitial cystitis
8820,ivacaftor,219700,cystic fibrosis
8820,ivacaftor,586,cystic fibrosis
8824,ioflupane i-123,310465,n syndrome
8824,ioflupane i-123,2608,n syndrome
8827,lomitapide,391665,homozygous familial hypercholesterolemia
8834,tauroursodeoxycholic acid,219700,cystic fibrosis
8834,tauroursodeoxycholic acid,586,cystic fibrosis
8834,tauroursodeoxycholic acid,69,amyloidosis
8834,tauroursodeoxycholic acid,803,amyotrophic lateral sclerosis
8838,agmatine,181500,schizophrenia
8842,acetylcarnitine,683,progressive supranuclear palsy
8845,oxogluric acid,606054,propionic acidemia
8845,oxogluric acid,35,propionic acidemia
8846,ellagic acid,150900,lentigines
8846,ellagic acid,613024,follicular lymphoma
8846,ellagic acid,545,follicular lymphoma
8865,crizotinib,211980,lung cancer
8870,brentuximab vedotin,217260,progressive multifocal leukoencephalopathy
8870,brentuximab vedotin,98293,hodgkin lymphoma
8871,eribulin,114480,breast cancer
8873,boceprevir,114550,hepatocellular carcinoma
8873,boceprevir,88673,hepatocellular carcinoma
8876,taliglucerase alfa,355,gaucher disease
8877,ruxolitinib,3318,essential thrombocythemia
8877,ruxolitinib,729,polycythemia vera
8877,ruxolitinib,824,primary myelofibrosis
8878,aminopterin,310465,n syndrome
8878,aminopterin,2608,n syndrome
8881,vemurafenib,35687,erdheim-chester disease
8885,aflibercept,114500,colorectal cancer
8889,carfilzomib,29073,multiple myeloma
8891,arbaclofen,109350,gastroesophageal reflux
8891,arbaclofen,209850,autism
8891,arbaclofen,908,fragile x syndrome
8895,tofacitinib,180300,rheumatoid arthritis
8896,regorafenib,114500,colorectal cancer
8896,regorafenib,114550,hepatocellular carcinoma
8896,regorafenib,44890,gastrointestinal stromal tumor
8896,regorafenib,88673,hepatocellular carcinoma
8899,enzalutamide,176807,prostate cancer
8901,ponatinib,521,chronic myeloid leukemia
8902,raxibacumab,247257,inhalational anthrax
8903,bedaquiline,3389,tuberculosis
8904,certolizumab pegol,180300,rheumatoid arthritis
8905,formestane,114480,breast cancer
8910,pomalidomide,29073,multiple myeloma
8913,radium ra 223 dichloride,176807,prostate cancer
8916,afatinib,211980,lung cancer
8922,perospirone,181500,schizophrenia
8926,acediasulfone,673,malaria
8927,amperozide,181500,schizophrenia
8931,riociguat,182090,pulmonary arterial hypertension
8931,riociguat,70591,chronic thromboembolic pulmonary hypertension
8932,macitentan,182090,pulmonary arterial hypertension
8934,sofosbuvir,114550,hepatocellular carcinoma
8934,sofosbuvir,88673,hepatocellular carcinoma
8935,obinutuzumab,217260,progressive multifocal leukoencephalopathy
8937,tas-102,114500,colorectal cancer
8938,magaldrate,109350,gastroesophageal reflux
8981,fenbufen,165720,osteoarthritis
9000,cyamemazine,181500,schizophrenia
9003,clocapramine,181500,schizophrenia
9004,clobutinol,115000,cardiac arrhythmia
9010,carmofur,114500,colorectal cancer
9011,beclamide,211750,c syndrome
9011,beclamide,272620,tardive dyskinesia
9011,beclamide,1308,c syndrome
9018,bromopride,109350,gastroesophageal reflux
9027,ledipasvir,114550,hepatocellular carcinoma
9027,ledipasvir,88673,hepatocellular carcinoma
9029,secukinumab,180300,rheumatoid arthritis
9031,miltefosine,507,leishmaniasis
9037,pembrolizumab,114500,colorectal cancer
9037,pembrolizumab,211980,lung cancer
9037,pembrolizumab,98293,hodgkin lymphoma
9039,eliglustat,355,gaucher disease
9045,dulaglutide,1332,medullary thyroid carcinoma
9046,metreleptin,79086,acquired generalized lipodystrophy
9053,ibrutinib,39812,graft versus host disease
9053,ibrutinib,52416,mantle cell lymphoma
9053,ibrutinib,98293,hodgkin lymphoma
9053,ibrutinib,99921,chronic graft versus host disease
9054,idelalisib,98293,hodgkin lymphoma
9057,anthrax immune globulin human,247257,inhalational anthrax
9061,cannabidiol,2382,lennox-gastaut syndrome
9061,cannabidiol,33069,dravet syndrome
9063,ceritinib,211980,lung cancer
9067,corticorelin ovine triflutate,168569,h syndrome
9070,tibolone,166710,osteoporosis
9073,palbociclib,114480,breast cancer
9073,palbociclib,790,retinoblastoma
9074,olaparib,114480,breast cancer
9074,olaparib,167000,ovarian cancer
9077,dinutuximab,635,neuroblastoma
9079,nintedanib,2032,idiopathic pulmonary fibrosis
9097,quinagolide,166710,osteoporosis
9098,somatrem,881,turner syndrome
9099,somatostatin,114480,breast cancer
9099,somatostatin,211980,lung cancer
9099,somatostatin,963,acromegaly
9100,thyroid- porcine-,601665,obesity
9102,daclatasvir,114550,hepatocellular carcinoma
9102,daclatasvir,88673,hepatocellular carcinoma
9105,asfotase alfa,436,hypophosphatasia
9108,simoctocog alfa,134500,factor viii deficiency
9109,turoctocog alfa,306700,hemophilia a
9109,turoctocog alfa,98878,hemophilia a
9118,stiripentol,33069,dravet syndrome
9120,zucapsaicin,165720,osteoarthritis
9121,aurothioglucose,180300,rheumatoid arthritis
9128,brexpiprazole,181500,schizophrenia
9136,isosulfan blue,1160,chylous ascites
9138,technetium tc-99m medronate,166710,osteoporosis
9139,technetium tc-99m oxidronate,166710,osteoporosis
9144,uridine triacetate,258900,orotic aciduria
9144,uridine triacetate,30,hereditary orotic aciduria
9165,technetium tc-99m pyrophosphate,69,amyloidosis
9183,dasabuvir,114550,hepatocellular carcinoma
9183,dasabuvir,88673,hepatocellular carcinoma
9186,nisoxetine,601665,obesity
9201,ciglitazone,310465,n syndrome
9201,ciglitazone,608115,ovarian hyperstimulation syndrome
9201,ciglitazone,2608,n syndrome
9201,ciglitazone,64739,ovarian hyperstimulation syndrome
9210,piracetam,603903,sickle cell anemia
9210,piracetam,232,sickle cell anemia
9211,limaprost,115430,carpal tunnel syndrome
9213,dexibuprofen,165720,osteoarthritis
9213,dexibuprofen,180300,rheumatoid arthritis
9215,droxicam,165720,osteoarthritis
9215,droxicam,180300,rheumatoid arthritis
9222,fibrinogen human,335,congenital fibrinogen deficiency
9223,blonanserin,181500,schizophrenia
9224,melperone,181500,schizophrenia
9225,zotepine,181500,schizophrenia
9226,rp5063,181500,schizophrenia
9226,rp5063,209850,autism
9228,conestat alfa,91378,hereditary angioedema
9241,methylene blue,673,malaria
9244,pirlindole,310465,n syndrome
9244,pirlindole,2608,n syndrome
9250,pheniprazine,181500,schizophrenia
9256,tegafur,114500,colorectal cancer
9266,technetium tc-99m tilmanocept,114480,breast cancer
9267,strontium ranelate,165720,osteoarthritis
9267,strontium ranelate,166710,osteoporosis
9274,artesunate,673,malaria
9276,sodium aurothiomalate,180300,rheumatoid arthritis
9277,choline c 11,176807,prostate cancer
9280,lumacaftor,219700,cystic fibrosis
9280,lumacaftor,586,cystic fibrosis
9286,pipamperone,181500,schizophrenia
9295,talniflumate,165720,osteoarthritis
9295,talniflumate,180300,rheumatoid arthritis
9295,talniflumate,219700,cystic fibrosis
9295,talniflumate,586,cystic fibrosis
9296,ombitasvir,114550,hepatocellular carcinoma
9296,ombitasvir,88673,hepatocellular carcinoma
9297,paritaprevir,114550,hepatocellular carcinoma
9297,paritaprevir,88673,hepatocellular carcinoma
